title,url,category,cooking_time,portion,ingredients,steps,calories,protein,carbs,fat,image_url
Sup Ikan Sawi Asin,https://www.dapurumami.com/resep/sup-ikan-sawi-asin-rvq9h,Aneka Resep,20,4,"Pelengkap:
Haluskan bawang putih dan kemiri.
Potong potong tomat
sawi asin
dan ikan kakap.
Masak air hingga mendidih
masukkan bumbu halus
ikan kakap
gula
garam dan AJI-NO-MOTO .
Tambahkan sawi asin dan tomat hijau
masak hingga matang
angkat dan sajikan.","1. Haluskan bawang putih dan kemiri.
2. Potong potong tomat, sawi asin, dan ikan kakap.
3. Masak air hingga mendidih, masukkan bumbu halus, ikan kakap, gula, garam dan AJI-NO-MOTO .
4. Tambahkan sawi asin dan tomat hijau, masak hingga matang, angkat dan sajikan.",41.0,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/sup-ikan-sawi-asin-rvq9h-c4065070a0731dc323aae42171476159.webp
Tempe Mendoan,https://www.dapurumami.com/resep/tempe-mendoan-kttng,Aneka Resep,10,6,"Panaskan minyak
potong potong tempe dan kucai
sisihkan.
Campur Sajiku Tepung Bumbu
air
dan kucai
aduk rata.
Balur tempe satu per satu ke dalam adonan.
Langsung goreng
hingga setengah matang
angkat
tiriskan
dan sajikan.","1. Panaskan minyak, potong potong tempe dan kucai, sisihkan.
2. Campur Sajiku Tepung Bumbu , air, dan kucai, aduk rata.
3. Balur tempe satu per satu ke dalam adonan.
4. Langsung goreng, hingga setengah matang, angkat, tiriskan, dan sajikan.",37.5,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/tempe-mendoan-kttng-83e9f103a8009dca9b8b79dcb0249f03.webp
Urap Terong,https://www.dapurumami.com/resep/urap-terong-kemcr,Aneka Resep,15,4,"Terong belah dua
lumuri dengan garam di kedua sisisnya.
Panggang terong hingga matang
angkat dan sisihkan.
Tumis teri
cabai
kelapa parut
air asam
aduk rata.
Masukkan gula merah
garam dan AJI-NO-MOTO aduk rata
masak hingga matang
angkat
dan sajikan di atas terong.","1. Terong belah dua, lumuri dengan garam di kedua sisisnya.
2. Panggang terong hingga matang, angkat dan sisihkan.
3. Tumis teri, cabai, kelapa parut, air asam, aduk rata.
4. Masukkan gula merah, garam dan AJI-NO-MOTO aduk rata, masak hingga matang, angkat, dan sajikan di atas terong.",62.5,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/urap-terong-kemcr-97dc2c601e41226e9cbecf7e7bbdeb52.webp
Capcay Sosis SAORI,https://www.dapurumami.com/resep/capcay-sosis-mee9h,Aneka Resep,10,4,"Potong potong jamur dan sawi
sisihkan.
Potong dan kerat kerat sosis.
Tumis sosis
jamur
sawi
dan kapri
aduk rata.
Masukkan air dan SAORI Saus Tiram
masak hingga matang
angkat dan sajikan.","1. Potong potong jamur dan sawi, sisihkan.
2. Potong dan kerat kerat sosis.
3. Tumis sosis, jamur, sawi, dan kapri, aduk rata.
4. Masukkan air dan SAORI Saus Tiram, masak hingga matang, angkat dan sajikan.",26.0,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/capcay-sosis-mee9h-ae016ecdab314886e7a72bc2c995d2af.webp
Kacang Panjang Kuah Santan,https://www.dapurumami.com/resep/kacang-panjang-kuah-santan-kbrns,Aneka Resep,15,4,"Pelengkap
Sisir jagung
memarkan lengkuas
potong-potong kacang panjang
tempe
dan cabai.
Didihkan air
masukkan lengkuas
daun salam
jagung
tempe
santan
kacang panjang
daun melinjo
dan cabai.
Masak hingga mendidih
tambahkan Masako Rasa Ayam
aduk rata.
Angkat dan sajikan dengan pelengkap.","1. Sisir jagung, memarkan lengkuas, potong-potong kacang panjang, tempe, dan cabai.
2. Didihkan air, masukkan lengkuas, daun salam, jagung, tempe, santan, kacang panjang, daun melinjo, dan cabai.
3. Masak hingga mendidih, tambahkan Masako Rasa Ayam, aduk rata.
4. Angkat dan sajikan dengan pelengkap.",70.5,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/kacang-panjang-kuah-santan-kbrns-5dc639d9066ca6e8a9539399412d28ec.webp
Udang Sayur Popcorn,https://www.dapurumami.com/resep/udang-sayur-popcorn-orksz,Aneka Resep,10,4,"Potong kecil brokoli
potong dadu wortel
dan cincang halus daun kemangi
sisihkan.
Campurkan Sajiku Tepung Bumbu Serbaguna
air
dan daun kemangi
aduk hingga rata.
Masukkan udang
brokoli
dan wortel ke dalam adonan
lumuri hingga rata.
Goreng udang
brokoli
dan wortel satu per satu hingga agak kering
angkat dan tiriskan. Sajikan.","1. Potong kecil brokoli, potong dadu wortel, dan cincang halus daun kemangi, sisihkan.
2. Campurkan Sajiku Tepung Bumbu Serbaguna, air, dan daun kemangi, aduk hingga rata.
3. Masukkan udang, brokoli, dan wortel ke dalam adonan, lumuri hingga rata.
4. Goreng udang, brokoli, dan wortel satu per satu hingga agak kering, angkat dan tiriskan. Sajikan.",41.3,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/udang-sayur-popcorn-orksz-2-e0e0b4b35a54cb1f1c0cb479f805d331.jpg
Mini Hot Dog,https://www.dapurumami.com/resep/mini-hot-dog-yGx42,Aneka Resep,15,4,"Cincang bawang bombay dan paprika
iris memanjang tomat
belah 2 roti lalu oles mentega.sisihkan.
Panaskan mentega
tumis bawang bombay sampai harum
masukkan daging giling
paprika
dan Masako Rasa Sapi
aduk rata hingga matang.
Susun tomat dan selada di atas roti.
Tambahkan tumisan daging
taburan keju dan saus tomat. Sajikan","1. Cincang bawang bombay dan paprika, iris memanjang tomat, belah 2 roti lalu oles mentega.sisihkan.
2. Panaskan mentega, tumis bawang bombay sampai harum, masukkan daging giling, paprika, dan Masako Rasa Sapi, aduk rata hingga matang.
3. Susun tomat dan selada di atas roti.
4. Tambahkan tumisan daging, taburan keju dan saus tomat. Sajikan
5. 5 Langkah 5/5",112.8,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/martabak-mini-telur-tahu-ayam-giling-ala-masako-oornycik-699adc0f92c4b.webp
Talam Pelangi,https://www.dapurumami.com/resep/talam-pelangi-iwpjt,Aneka Resep,20,6,"Bahan Pelengkap:
Campurkan tepung beras
gula pasir
santan dan air.
Tambahkan AJI-NO-MOTO
aduk hingga rata.
Bagi adonan menjadi 4 bagian. Beri pewarna di masing masing wadah
aduk hingga rata.
Tuang adonan lapisan pertama ke dalam cetakan
kukus hingga matang. Beri lapisan warna berikutnya
kukus kembali
lakukan sampai seluruh adonan habis. Setelah matang
angkat dan sajikan dengan pelengkap.","1. Campurkan tepung beras, gula pasir, santan dan air.
2. Tambahkan AJI-NO-MOTO, aduk hingga rata.
3. Bagi adonan menjadi 4 bagian. Beri pewarna di masing masing wadah, aduk hingga rata.
4. Tuang adonan lapisan pertama ke dalam cetakan, kukus hingga matang. Beri lapisan warna berikutnya, kukus kembali, lakukan sampai seluruh adonan habis. Setelah matang, angkat dan sajikan dengan pelengkap.",27.5,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/talam-pelangi-iwpjt-17430455318cd738e81d2f4d272cfefb.jpg
Sup Udang Umami,https://www.dapurumami.com/resep/sup-udang-umami-vtzkm,Aneka Resep,15,4,"Pelengkap:
Oyong
kupas
potong potong. Bawang putih
lengkuas
dan serai
memarkan. Udang
kupas
kerat
lumuri tepung maizena. Sisihkan.
Tumis bawang putih
lengkuas
serai
dan daun jeruk hingga harum
masukkan air
didihkan.
Tambahkan udang
oyong
garam
dan AJI-NO-MOTO
masak hingga matang
angkat.
Sajikan dengan pelengkap.","1. Oyong, kupas, potong potong. Bawang putih, lengkuas, dan serai, memarkan. Udang, kupas, kerat, lumuri tepung maizena. Sisihkan.
2. Tumis bawang putih, lengkuas, serai, dan daun jeruk hingga harum, masukkan air, didihkan.
3. Tambahkan udang, oyong, garam, dan AJI-NO-MOTO, masak hingga matang, angkat.
4. Sajikan dengan pelengkap.",24.5,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/sup-udang-umami-vtzkm-7b9b8255fbc55511c7de991167de7684.webp
Lumpia Ubi Manis,https://www.dapurumami.com/resep/lumpia-ubi-manis-h8ly8,Aneka Resep,15,15,"Pelengkap
Kupas dan rebus ubi manis.
Haluskan ubi
tambahkan gula
garam
dan AJI-NO-MOTO aduk rata
masukkan kismis.
Isi adonan ke dalam kulit lumpia hingga habis
gulung dan lekatkan dengan larutan terigu.
Goreng lumpia hingga kuning keemasan
angkat dan sajikan dengan pelengkap.","1. Kupas dan rebus ubi manis.
2. Haluskan ubi, tambahkan gula, garam, dan AJI-NO-MOTO aduk rata, masukkan kismis.
3. Isi adonan ke dalam kulit lumpia hingga habis, gulung dan lekatkan dengan larutan terigu.
4. Goreng lumpia hingga kuning keemasan, angkat dan sajikan dengan pelengkap.",8.8,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/lumpia-ubi-manis-h8ly8-70c45c0359c229f4738263eb3e191324.webp
Gulai Daun Singkong,https://www.dapurumami.com/resep/gulai-daun-singkong-4vua1,Aneka Resep,15,4,"Cabai
haluskan. Serai
memarkan. Daun singkong
petik
rebus hingga layu
angkat dan tiriskan.
Masukkan cabai halus
serai
kari bubuk
nyalakan api
aduk rata
lalu masukkan ikan teri.
Masukkan air
santan
daun singkong dan Masako Rasa Sapi
masak hingga matang.
Angkat dan sajikan dengan nasi hangat.","1. Cabai, haluskan. Serai, memarkan. Daun singkong, petik, rebus hingga layu, angkat dan tiriskan.
2. Masukkan cabai halus, serai, kari bubuk, nyalakan api, aduk rata, lalu masukkan ikan teri.
3. Masukkan air, santan, daun singkong dan Masako Rasa Sapi, masak hingga matang.
4. Angkat dan sajikan dengan nasi hangat.",42.3,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/gulai-daun-ubi-tumbuk-tempe-semangit-cru2qc2m-6964ddb33181f.webp
Rajungan Lada Hitam SAORI,https://www.dapurumami.com/resep/rajungan-lada-hitam-j5iby,Aneka Resep,15,4,"Kupas dan memarkan jahe
iris bawang bombay
keprak keprak rajungan.
Masak rajungan dengan ditutup hingga matang dan berubah warna.
Masukkan bawang bombay
jahe
dan air
aduk rata.
Masukkan SAORI Saus Tiram dan lada hitam
masak hingga kuah mengental
angkat dan sajikan.","1. Kupas dan memarkan jahe, iris bawang bombay, keprak keprak rajungan.
2. Masak rajungan dengan ditutup hingga matang dan berubah warna.
3. Masukkan bawang bombay, jahe, dan air, aduk rata.
4. Masukkan SAORI Saus Tiram dan lada hitam, masak hingga kuah mengental, angkat dan sajikan.",50.8,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/sup-ubi-tahu-selada-air-super-pedas-ala-sajiku-vrdj213s-699db20033327.webp
Cookies Tempe Teriyaki SAORI,https://www.dapurumami.com/resep/cookies-tempe-teriyaki-ztrm3,Aneka Resep,15,4,"Parut tempe
tambahkan tepung terigu.
Tambahkan 1/2 bungkus SAORI Saus Teriyaki
aduk hingga rata. Pipihkan adonan dan cetak dengan cetakan
sisihkan.
Masak tempe setengah matang
tambahkan sayuran beku
1/2 bungkus sisa SAORI Saus Teriyaki
dan air
masak sampai agak mengental. Angkat dan sajikan.","1. Parut tempe, tambahkan tepung terigu.
2. Tambahkan 1/2 bungkus SAORI Saus Teriyaki, aduk hingga rata. Pipihkan adonan dan cetak dengan cetakan, sisihkan.
3. Masak tempe setengah matang, tambahkan sayuran beku, 1/2 bungkus sisa SAORI Saus Teriyaki, dan air, masak sampai agak mengental. Angkat dan sajikan.",29.8,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/cookies-tempe-teriyaki-ztrm3-2-f1459be9152be81e31b1cc032e961636.jpg
Asem asem Ati Ampela,https://www.dapurumami.com/resep/asem-asem-ati-ampela-rtqr7,Aneka Resep,20,4,"Bumbu Halus:
Iris bawang putih dan bawang merah. Memarkan lengkuas
Belah 2 ati ampela
Haluskan bumbu. Tumis bawang putih
bawang merah
dan lengkuas. Masukkan ati ampela masak hingga matang
Tambahkan air asam
bumbu halus dan air. Taburkan gula
garam dan AJI-NO-MOTO. Masak hingga kuah habis. Angkat dan sajikan","1. Iris bawang putih dan bawang merah. Memarkan lengkuas
2. Belah 2 ati ampela
3. Haluskan bumbu. Tumis bawang putih, bawang merah, dan lengkuas. Masukkan ati ampela masak hingga matang
4. Tambahkan air asam, bumbu halus dan air. Taburkan gula, garam dan AJI-NO-MOTO. Masak hingga kuah habis. Angkat dan sajikan",45.8,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/asem-asem-ati-ampela-rtqr7-a7b4b7625b05ac278208ca4eaf26df26.jpg
Mie Rebus Tabur Daging Ayam,https://www.dapurumami.com/resep/mie-rebus-tabur-daging-ayam-xnvff,Aneka Resep,30,6,"Bahan Kuah:
Rebus air dalam panci
rebus mie sampai lunak
angkat dan tiriskan.
Panaskan minyak wijen
tumis bawang putih
masukkan daging ayam cincang sampai berubah warna
lalu beri lada halus dan Masako Rasa Ayam. Aduk dan masak sampai matang.
Membuat kuah : panaskan minyak wijen
tumis bawang putih sampai harum. Tuang air kaldu
tambahkan lada
masak sampai mendidih.
Taruh mie pada mangkuk
taburkan daging ayam cincang di atasnya","1. Rebus air dalam panci, rebus mie sampai lunak, angkat dan tiriskan.
2. Panaskan minyak wijen, tumis bawang putih, masukkan daging ayam cincang sampai berubah warna, lalu beri lada halus dan Masako Rasa Ayam. Aduk dan masak sampai matang.
3. Membuat kuah : panaskan minyak wijen, tumis bawang putih sampai harum. Tuang air kaldu, tambahkan lada, masak sampai mendidih.
4. Taruh mie pada mangkuk, taburkan daging ayam cincang di atasnya",268.5,10.7,5.7,5.7,https://assets.dapurumami.com/uploads/recipe/mie-rebus-tabur-daging-ayam-xnvff-d0c568fda342d71c4bb142e170c22226.jpg
Nasi Bungkus Dadar,https://www.dapurumami.com/resep/nasi-bungkus-dadar-f3rzl,Aneka Resep,30,6,"Bahan Dadar:
Panaskan minyak goreng dalam wajan
tumis bawang putih sampai harum
masukkan cabai
aduk sampai agak layu
masukkan daging sapi asap
aduk hingga rata.
Masukkan nasi
aduk hingga rata. Tambahkan lada halus dan Masako Rasa Sapi
aduk-aduk sampai nasi tercampur dan berasap.
Membuat dadar : Campur kocokan telur dengan larutan tepung terigu
lalu tambahkan Masako Rasa Sapi
kocok. Panaskan wajan anti lengket
olesi dengan minyak goreng dan masukkan adonanhingga menghasilkan 4 lembar dadar.
Bentangkan dadar pada piring datar
taruh nasi di tengahnya
tutup dengan melipat telur bentuk segi empat
lalubalikkan
gunting tengahnya bentuk silang.","1. Panaskan minyak goreng dalam wajan, tumis bawang putih sampai harum, masukkan cabai, aduk sampai agak layu, masukkan daging sapi asap, aduk hingga rata.
2. Masukkan nasi, aduk hingga rata. Tambahkan lada halus dan Masako Rasa Sapi, aduk-aduk sampai nasi tercampur dan berasap.
3. Membuat dadar : Campur kocokan telur dengan larutan tepung terigu, lalu tambahkan Masako Rasa Sapi, kocok. Panaskan wajan anti lengket, olesi dengan minyak goreng dan masukkan adonanhingga menghasilkan 4 lembar dadar.
4. Bentangkan dadar pada piring datar, taruh nasi di tengahnya, tutup dengan melipat telur bentuk segi empat, lalubalikkan, gunting tengahnya bentuk silang.",446.7,17.3,55.7,14.7,https://assets.dapurumami.com/uploads/recipe/nasi-bungkus-dadar-f3rzl-265930cf1234f75e3cae92ae3cbfc95d.jpg
Cumi Asin Cabe Ijo SAORI,https://www.dapurumami.com/resep/cumi-asin-cabe-ijo-mvnvm,Aneka Resep,10,4,"Cincang halus bawang putih
iris cabai hijau
cabai rawit
dan potong-potong tomat.
Rendam cumi asin dengan air panas
selama +/- 10 menit. Tiriskan.
Tumis cumi hingga agak kering. Masukkan bawang putih
masak hingga harum.
Tambahkan air
cabai
dan tomat. Tuangkan SAORI Saus Teriyaki
masak hingga matang. Angkat dan Sajikan.","1. Cincang halus bawang putih, iris cabai hijau, cabai rawit, dan potong-potong tomat.
2. Rendam cumi asin dengan air panas, selama +/- 10 menit. Tiriskan.
3. Tumis cumi hingga agak kering. Masukkan bawang putih, masak hingga harum.
4. Tambahkan air, cabai, dan tomat. Tuangkan SAORI Saus Teriyaki , masak hingga matang. Angkat dan Sajikan.",20.3,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/cumi-asin-cabe-ijo-mvnvm-2e178a0e9852a281469500e79b8d256c.jpg
Mie Pizza Daging Asap,https://www.dapurumami.com/resep/mie-pizza-daging-asap-7y4kb,Aneka Resep,30,2,"Bahan Taburan:
Didihkan air dalam panci
masukkan mie telur. Masak selama 3 menit hingga mie matang. Angkat
tiriskan.
Campurkan mie bersama telur kocok
bawang bombay dan Masako Rasa Sapi. Aduk hingga rata.
Panaskan minyak dalam wajan datar diatas api sedang. Tuang adonan mie dan ratakan. Masak sampai pinggirnya matang +/- 5 menit.
Taburkan daging asap
paprika dan keju parut ke atas mie pizza. Angkat
kemudian panggang dalam oven hingga masak +/- 5 menit. Potong jadi 8 dan hidangkan dengan selada dan saus tomat.","1. Didihkan air dalam panci, masukkan mie telur. Masak selama 3 menit hingga mie matang. Angkat, tiriskan.
2. Campurkan mie bersama telur kocok, bawang bombay dan Masako Rasa Sapi. Aduk hingga rata.
3. Panaskan minyak dalam wajan datar diatas api sedang. Tuang adonan mie dan ratakan. Masak sampai pinggirnya matang +/- 5 menit.
4. Taburkan daging asap, paprika dan keju parut ke atas mie pizza. Angkat, kemudian panggang dalam oven hingga masak +/- 5 menit. Potong jadi 8 dan hidangkan dengan selada dan saus tomat.",636.0,45.0,18.5,36.5,https://assets.dapurumami.com/uploads/recipe/mie-pizza-daging-asap-7y4kb-cf7fa9958d48de98d9285547d6f7675f.jpg
Nasi Goreng Merah,https://www.dapurumami.com/resep/nasi-goreng-merah-tjoni,Aneka Resep,15,4,"Bahan Pelengkap:
Iris tipis bakso ikan dan sawi
sisihkan. Kupas tomat
cincang halus. Kocok lepas telur.
Tumis sawi
bakso
dan tomat.
Masukkan telur
diorak arik. Tambahkan nasi dan saus tomat
masak hingga rata.
Taburi Sajiku Bumbu Nasi Goreng Rasa Pedas
aduk hingga matang. Angkat dan sajikan dengan pelengkap","1. Iris tipis bakso ikan dan sawi, sisihkan. Kupas tomat, cincang halus. Kocok lepas telur.
2. Tumis sawi, bakso, dan tomat.
3. Masukkan telur, diorak arik. Tambahkan nasi dan saus tomat, masak hingga rata.
4. Taburi Sajiku Bumbu Nasi Goreng Rasa Pedas, aduk hingga matang. Angkat dan sajikan dengan pelengkap",86.5,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/nasi-goreng-merah-tjoni-8a8be81c2df7f90bfd598d6a5aefce78.jpg
Plecing Kangkung,https://www.dapurumami.com/resep/plecing-kangkung-wfmtm,Aneka Resep,10,5,"Bumbu Halus:
Haluskan cabai merah
cabai rawit
bawang merah
kemiri
dan terasi dengan air.
Rebus kangkung hingga layu
angkat dan tiriskan. Seduh tauge
tiriskan. Sisihkan.
Campur bumbu halus dengan garam
air jeruk
dan AJI-NO-MOTO
sisihkan. Panaskan minyak goreng.
Tuangkan minyak ke campuran bumbu
aduk rata. Siramkan bumbu ke atas kangkung dan tauge. Sajikan.","1. Haluskan cabai merah, cabai rawit, bawang merah, kemiri, dan terasi dengan air.
2. Rebus kangkung hingga layu, angkat dan tiriskan. Seduh tauge, tiriskan. Sisihkan.
3. Campur bumbu halus dengan garam, air jeruk, dan AJI-NO-MOTO, sisihkan. Panaskan minyak goreng.
4. Tuangkan minyak ke campuran bumbu, aduk rata. Siramkan bumbu ke atas kangkung dan tauge. Sajikan.",7.0,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/plecing-kangkung-wfmtm-64a11bafa1ad5e7cba25222b9757d38a.jpg
Pancah Daging,https://www.dapurumami.com/resep/pancah-daging-hkaqz,Aneka Resep,30,4,"Bahan Pelengkap:
Potong daging bentuk dadu. Haluskan kunyit dan gula merah
Tusukkan potongan daging menjadi 12 tusuk. Sisihkan.
Masak bumbu halus
air asam
santan
dan Masako Rasa Sapi. Masukkan satai
masak hingga bumbu meresap.
Tusukkan telur puyuh pada ujung satai. Panggang satai sambil diolesi sisa bumbu hingga harum. Angkat dan sajikan dengan pelengkap.","1. Potong daging bentuk dadu. Haluskan kunyit dan gula merah
2. Tusukkan potongan daging menjadi 12 tusuk. Sisihkan.
3. Masak bumbu halus, air asam, santan, dan Masako Rasa Sapi. Masukkan satai, masak hingga bumbu meresap.
4. Tusukkan telur puyuh pada ujung satai. Panggang satai sambil diolesi sisa bumbu hingga harum. Angkat dan sajikan dengan pelengkap.",74.3,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/pancah-daging-hkaqz-df24fc246b3243934d6dcb6d8ea1f2ab.webp
Bistik Daging Cincang,https://www.dapurumami.com/resep/bistik-daging-cincang-kagve,Aneka Resep,30,2,"Bahan Saus:
Campur bawang bombay
daging cincang
kuning telur
lada halus dan Masako Rasa Sapi
aduk hingga rata.
Bagi adonan menjadi 6 bagian
bentuk menjadi bulat pipih bergaris tengah 8 cm. olesi permukaannya dengan putih telur dan lumuri dengan tepung roti hingga semua permukaannya tertutup.
Panaskan minyak
goreng bistik +/- 5 menit dan balikkan setiap sisinya supaya rata dan berwarna coklat
angkat.
Membuat saus : lelehkan margarin
tumis bawang putih
bawang bombay
tuang susu dan larutan tepung terigu sambil diaduk sampai mengental. Masukkan lada
gula pasir dan Masako Rasa Sapi secukupnya
aduk hingga mendidih. Angkat.","1. Campur bawang bombay, daging cincang, kuning telur, lada halus dan Masako Rasa Sapi, aduk hingga rata.
2. Bagi adonan menjadi 6 bagian, bentuk menjadi bulat pipih bergaris tengah 8 cm. olesi permukaannya dengan putih telur dan lumuri dengan tepung roti hingga semua permukaannya tertutup.
3. Panaskan minyak, goreng bistik +/- 5 menit dan balikkan setiap sisinya supaya rata dan berwarna coklat, angkat.
4. Membuat saus : lelehkan margarin, tumis bawang putih, bawang bombay, tuang susu dan larutan tepung terigu sambil diaduk sampai mengental. Masukkan lada, gula pasir dan Masako Rasa Sapi secukupnya, aduk hingga mendidih. Angkat.",1331.0,77.5,75.0,78.5,https://assets.dapurumami.com/uploads/recipe/bistik-daging-cincang-kagve-4eb0c8a395d455c5de8fe024ae6e9dbb.jpg
Dadar Gulung Isi Makaroni,https://www.dapurumami.com/resep/dadar-gulung-isi-makaroni-mbj8q,Aneka Resep,30,4,"Bahan Isi:
Membuat dadar : kocok telur
susu dan lada halus
tambahkan Masako Ayam. Panaskan wajan datar
beri sedikit minyak
buat telur dadar tipis.
Membuat isi : lelehkan margarin
tumis bawang putih dan bawang bombay sampai harum
angkat. Masukkan daging sapi cincang
putih telur
merica halus
gula pasir
saus tomat
macaroni dan Masako Rasa Ayam. Aduk hingga matang.
Bentangkan selembar dadar
isi dengan 3 sdm adonan isi. Gulung bungkus
Didihkan air dalam dandang
kukus dadar selama +/- 15 - 20 menit
angkat. Setelah dingin potong-potong.","1. Membuat dadar : kocok telur, susu dan lada halus, tambahkan Masako Ayam. Panaskan wajan datar, beri sedikit minyak, buat telur dadar tipis.
2. Membuat isi : lelehkan margarin, tumis bawang putih dan bawang bombay sampai harum, angkat. Masukkan daging sapi cincang, putih telur, merica halus, gula pasir, saus tomat, macaroni dan Masako Rasa Ayam. Aduk hingga matang.
3. Bentangkan selembar dadar, isi dengan 3 sdm adonan isi. Gulung bungkus
4. Didihkan air dalam dandang, kukus dadar selama +/- 15 - 20 menit, angkat. Setelah dingin potong-potong.",405.3,21.5,32.8,21.8,https://assets.dapurumami.com/uploads/recipe/dadar-gulung-isi-makaroni-mbj8q-ee8fcb3f7be4c3bc8974503863a0ad3f.jpg
Sup Bengkuang,https://www.dapurumami.com/resep/sup-bengkuang-wfrqp,Aneka Resep,45,4,"Bahan Pelengkap:
Cincang jahe
Kupas bengkuang
potong korek api
Tumis jahe. Tambahkan pala
kayu manis
dan kecap manis. Aduk hingga harum. Masukan air
bengkuang
garam
dan Masako Rasa Ayam. Masak hingga mendidih. Angkat.
Tata pelengkap. Siram dengan kuah bengkuang. Sajikan.","1. Cincang jahe
2. Kupas bengkuang, potong korek api
3. Tumis jahe. Tambahkan pala, kayu manis, dan kecap manis. Aduk hingga harum. Masukan air, bengkuang, garam, dan Masako Rasa Ayam. Masak hingga mendidih. Angkat.
4. Tata pelengkap. Siram dengan kuah bengkuang. Sajikan.",51.8,0.0,0.0,0.0,https://assets.dapurumami.com/uploads/recipe/sup-bengkuang-wfrqp-e0e9d1ab49cf62f073a4a545356b4154.jpg
Salad Sayur Mayumi,https://www.dapurumami.com/resep/salad-sayur-umelc,Aneka Resep,30,2,"Bahan Saus:
Saus : campur Mayumi Pedas dan telur yang sudah dihancurkan
sisihkan.
Rebus sebentar wortel
buncis
dan jagung
angkat
sisihkan.
Campur semua sayur yang sudah direbus
tambahkan saus
aduk rata dan sajikan.","1. Saus : campur Mayumi Pedas dan telur yang sudah dihancurkan, sisihkan.
2. Rebus sebentar wortel, buncis, dan jagung, angkat, sisihkan.
3. Campur semua sayur yang sudah direbus, tambahkan saus, aduk rata dan sajikan.",155.5,6.0,23.5,4.5,https://assets.dapurumami.com/uploads/recipe/salad-sayur-umelc-37d38cc6fe384107fb7154e722b6e74c.webp
Roti Goreng Gulung,https://www.dapurumami.com/resep/roti-goreng-gulung-k14th,Aneka Resep,30,8,"Bahan Isi:
Bahan Pencelup:
Membuat isi : campurkan semua bahan isi menjadi satu
tambahkan Masako Rasa Ayam lalu aduk rata. Sisihkan.
Membuat pencelup : kocok telur
masukkan susu
aduk sampai rata. Ambil selembar roti
buang bagian pinggirnya. Celupkan ke dalam adonan pencelup
angkat
tiriskan.
Olesi roti dengan adonan isi
gulung hingga membentuk silinder
gulingkan pada tepung panir.
Panaskan minyak
goreng roti sampai berwarna kuning kecoklatan di atas api kecil.","1. Membuat isi : campurkan semua bahan isi menjadi satu, tambahkan Masako Rasa Ayam lalu aduk rata. Sisihkan.
2. Membuat pencelup : kocok telur, masukkan susu, aduk sampai rata. Ambil selembar roti, buang bagian pinggirnya. Celupkan ke dalam adonan pencelup, angkat, tiriskan.
3. Olesi roti dengan adonan isi, gulung hingga membentuk silinder, gulingkan pada tepung panir.
4. Panaskan minyak, goreng roti sampai berwarna kuning kecoklatan di atas api kecil.",358.1,14.1,43.9,13.5,https://assets.dapurumami.com/uploads/recipe/roti-goreng-gulung-k14th-7cb4294c8041119aa154324c762262e7.jpg
